WKT,t50_fid,grp_ascii,grp_name,name_ascii,macronated,name,grp_macron
"POLYGON ((3475691.64322932 5174562.81406271,3475684.00750727 5174574.23034242,3475682.74490969 5174588.22503294,3475681.51454535 5174593.33140593,3475681.47796442 5174603.44184743,3475682.80990986 5174614.89051022,3475681.49877059 5174619.99658337,3475685.30797819 5174639.00936008,3475692.97395158 5174641.59256846,3475712.01359988 5174649.21657614,3475741.17117988 5174651.65521916,3475729.76436304 5174611.06055004,3475728.4322676 5174599.61188725,3475723.36533491 5174593.26052717,3475720.82573818 5174580.58539269,3475717.06072459 5174571.68335732,3475709.40846907 5174565.32270212,3475696.74232025 5174560.27710526,3475691.64322932 5174562.81406271))",5454458,The Sisters (Rangitatahi)Chatham Islands,The Sisters (Rangitatahi)Chatham Islands,,N,,N
"POLYGON ((3474775.69525754 5174844.31094978,3474768.08134854 5174849.39310982,3474764.33601613 5174857.04536039,3474756.70291678 5174867.23839113,3474751.65566506 5174877.33001709,3474752.8957404 5174891.33392788,3474757.98062928 5174914.24069888,3474761.82536782 5174923.14363408,3474766.88210533 5174932.050992,3474787.20005968 5174943.46001904,3474801.09732284 5174943.40111789,3474809.99905827 5174939.65687929,3474815.10834436 5174934.56519898,3474806.22129535 5174891.3119274,3474804.93819161 5174888.75165699,3474807.41908584 5174873.53956521,3474813.75446379 5174864.67486079,3474813.80236467 5174851.89794653,3474797.26778927 5174844.28083415,3474787.17309542 5174843.02070424,3474775.69525754 5174844.31094978))",5454457,The Sisters (Rangitatahi)Chatham Islands,The Sisters (Rangitatahi)Chatham Islands,,N,,N
"POLYGON ((3474587.73366552 5174339.96163146,3474590.27093728 5174352.63729094,3474592.83219708 5174358.98003074,3474601.69967429 5174364.12440966,3474606.77042948 5174369.14332085,3474629.67168169 5174380.56261802,3474641.05322698 5174383.16096936,3474656.3181913 5174384.32966459,3474661.35562285 5174376.79351148,3474661.38455837 5174369.12731792,3474653.7477457 5174358.98794091,3474627.05456916 5174346.22112704,3474615.67257407 5174343.7338506,3474608.09277329 5174339.92761811,3474587.73366552 5174339.96163146))",5454456,The Sisters (Rangitatahi)Chatham Islands,The Sisters (Rangitatahi)Chatham Islands,,N,,N
"POLYGON ((3489695.52413545 5160429.34802496,3489691.06015414 5160437.38262668,3489699.0941659 5160447.20220357,3489708.02217525 5160456.12957953,3489722.30575686 5160452.55895577,3489731.23253451 5160444.52434571,3489724.9829263 5160437.38256328,3489719.62731901 5160431.13357844,3489708.91492447 5160429.34799993,3489695.52413545 5160429.34802496))",5454455,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3489383.07044618 5160164.21040249,3489396.46155523 5160174.92276863,3489407.17394978 5160176.70834713,3489416.99415007 5160181.1717251,3489423.24314494 5160181.17171342,3489432.17051759 5160170.45930555,3489437.52670152 5160164.21030069,3489438.4194841 5160155.28290638,3489429.49206638 5160141.8921341,3489419.67186109 5160134.75065834,3489404.49607019 5160132.96508818,3489391.10500288 5160144.57060365,3489383.07041948 5160149.92681426,3489383.07044618 5160164.21040249))",5454454,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3489430.51355768 5160057.44572676,3489419.13936612 5160056.97189841,3489409.18687339 5160056.49791741,3489397.3388464 5160063.6068837,3489390.70391424 5160070.24184064,3489390.70392753 5160077.35063478,3489394.02148633 5160083.51172351,3489400.65643976 5160088.2509572,3489406.81753736 5160089.67264451,3489414.87403164 5160090.14662906,3489420.08742825 5160090.62046892,3489428.14422784 5160093.93800113,3489434.30502279 5160093.93798961,3489445.20550322 5160088.25087392,3489452.78828991 5160084.45946287,3489462.74047554 5160081.141897,3489467.00587116 5160080.66803942,3489473.64095686 5160075.92878092,3489471.74524955 5160071.18953836,3489463.68844198 5160063.60675967,3489455.15764366 5160060.76322796,3489448.52284024 5160056.02399427,3489439.51834586 5160055.07616188,3489430.51355768 5160057.44572676))",5454453,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3489096.31992976 5158064.62914079,3489088.63994753 5158070.77315011,3489088.12801902 5158082.03694182,3489088.12803722 5158091.76503383,3489092.22394728 5158098.93292028,3489106.04779651 5158104.5647898,3489113.21568394 5158100.98067933,3489116.28766802 5158093.81277948,3489116.28765174 5158085.10888662,3489113.72773277 5158073.84510066,3489108.60761972 5158064.62911781,3489096.31992976 5158064.62914079))",5454452,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3488914.39354603 5157860.17844898,3488909.0552972 5157871.8357744,3488908.15403957 5157880.72281879,3488909.9137031 5157888.72545892,3488918.88055147 5157891.77043965,3488925.94667003 5157891.41860172,3488936.03152017 5157882.53521515,3488938.01058646 5157865.38392553,3488925.04045217 5157854.75180852,3488919.72302983 5157853.8541442,3488914.39354603 5157860.17844898))",5454451,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3489141.55011994 5157290.61596642,3489138.00015281 5157293.27674588,3489136.21704111 5157299.60696903,3489136.89574065 5157313.02138176,3489146.11174366 5157318.6534099,3489159.93571609 5157309.94949118,3489161.47169951 5157301.75754502,3489154.81558866 5157293.05366461,3489146.86716727 5157291.51348074,3489141.55011994 5157290.61596642))",5454450,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3489065.72877692 5157408.25238677,3489053.95291336 5157422.58819704,3489053.95294209 5157437.94818444,3489059.07305228 5157445.62816856,3489067.26484559 5157445.62815323,3489073.40883387 5157442.04404468,3489089.28058929 5157425.14832885,3489089.79266589 5157412.86033797,3489087.7445551 5157406.20454726,3489081.08875192 5157401.59656349,3489074.94475598 5157401.08447541,3489065.72877692 5157408.25238677))",5454449,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3488987.90554776 5157331.96544494,3488988.92961225 5157340.1573863,3488995.58557693 5157350.90921503,3489012.99336175 5157350.39723289,3489026.81721004 5157355.51715282,3489038.08099127 5157350.39718595,3489037.56901869 5157338.10934699,3489024.76921765 5157331.96537598,3489009.92131349 5157323.26151089,3488993.537424 5157321.72554281,3488987.90554776 5157331.96544494))",5454448,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3475697.34646132 5154887.7236862,3475680.77255603 5154904.21837897,3475696.07468686 5154927.16263122,3475699.84246826 5154932.17629499,3475710.04479947 5154939.88011939,3475721.47456983 5154942.36619576,3475736.72279529 5154935.9775222,3475746.85233081 5154919.45921663,3475749.40499998 5154904.2465993,3475743.06914063 5154896.55701758,3475732.85713946 5154891.51989101,3475706.2166993 5154885.20059652,3475697.34646132 5154887.7236862))",5454447,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3505832.04355072 5145519.32575699,3505827.62569242 5145526.44063448,3505828.03543294 5145534.99565188,3505834.71831578 5145542.10068382,3505845.42006383 5145545.64666116,3505850.32693491 5145545.64237707,3505854.34737841 5145543.86104605,3505859.24748551 5145536.30126802,3505856.1795897 5145523.74868374,3505841.85646625 5145518.42821453,3505832.04355072 5145519.32575699))",5454469,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3475529.18024205 5154963.55599163,3475520.3004089 5154968.63440424,3475492.36244035 5154986.42016741,3475496.21032188 5154991.54535594,3475500.04426057 5155000.44814138,3475507.59324142 5155006.8090969,3475522.88985864 5155009.30971595,3475544.45456219 5154994.05588773,3475553.35770835 5154982.64440528,3475555.89246198 5154972.43165888,3475554.86840084 5154966.09476602,3475554.63124873 5154964.87166747,3475553.50467401 5154964.53416988,3475549.56117532 5154963.51972816,3475529.18024205 5154963.55599163))",5454446,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3482217.66887025 5144888.81184551,3482211.79008402 5144893.62145271,3482206.98110097 5144900.56855617,3482207.33451815 5144909.84169803,3482210.1323361 5144920.56330912,3482211.25615088 5144928.89137529,3482213.92795377 5144931.5633181,3482223.54714806 5144932.63204913,3482239.04452657 5144927.82257381,3482252.40409471 5144916.6003077,3482257.74827332 5144907.51555495,3482256.67905102 5144895.22456687,3482251.86944482 5144889.88068023,3482242.25084952 5144888.27749964,3482229.95985636 5144886.67432409,3482217.66887025 5144888.81184551))",5454445,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3479588.77089428 5144525.15956948,3479567.26452041 5144529.86435627,3479556.51074045 5144535.91297168,3479558.52735406 5144543.97816138,3479564.57595047 5144544.65014942,3479574.65715379 5144550.69902552,3479585.41095277 5144554.73160198,3479595.49214468 5144554.73158295,3479604.22932118 5144545.99437351,3479612.29450837 5144542.633761,3479619.01509156 5144536.5851532,3479619.01507761 5144529.19210916,3479605.57328079 5144525.15953777,3479588.77089428 5144525.15956948))",5454444,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3473749.19247349 5153034.75968879,3473745.46890118 5153047.79168516,3473744.53802308 5153058.96187777,3473753.84671901 5153060.82365863,3473768.7402051 5153059.89273121,3473773.39467841 5153047.79163232,3473770.60196131 5153037.55234599,3473758.50085709 5153030.10547498,3473749.19247349 5153034.75968879))",5454443,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3473806.9051049 5152970.53083219,3473805.97423031 5152983.56282328,3473799.45825323 5152992.87122799,3473788.28807467 5152999.38724378,3473779.91028679 5153002.17995735,3473778.97970868 5153013.35014996,3473778.9797263 5153022.65854234,3473778.97974567 5153032.89783395,3473790.14994889 5153039.41380748,3473803.18193651 5153038.48288358,3473815.28269846 5153023.58937288,3473826.45313475 5152994.73297538,3473826.45309248 5152972.39259368,3473819.93708195 5152964.01481287,3473806.9051049 5152970.53083219))",5454442,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3472241.99457571 5142852.40766776,3472233.853956 5142864.93199811,3472225.71287323 5142870.56825901,3472219.45082944 5142871.19429539,3472207.5524628 5142870.56829346,3472196.90652372 5142871.82058765,3472192.5226415 5142879.33536491,3472193.14883144 5142887.47623216,3472198.78516142 5142892.48621743,3472211.93595562 5142894.99119046,3472230.09629579 5142897.49615399,3472241.99466243 5142898.12215591,3472258.90316554 5142893.73860237,3472267.04370787 5142879.96147303,3472267.66993123 5142866.18443295,3472260.78170701 5142863.67967303,3472257.65066789 5142854.91241104,3472251.38809079 5142851.15515095,3472241.99457571 5142852.40766776))",5454437,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3472147.43458715 5142897.4964608,3472137.41484038 5142908.14212123,3472138.0410327 5142917.53563747,3472145.55603498 5142921.91914468,3472149.93941122 5142924.42413434,3472157.45434444 5142931.93866403,3472160.58538475 5142941.33225051,3472156.20204534 5142958.2403202,3472159.95926966 5142972.64337646,3472169.35279424 5142976.40085561,3472184.38217624 5142973.26980462,3472194.40192062 5142961.37127021,3472197.53284316 5142948.22069987,3472197.53280989 5142930.68608901,3472192.52272228 5142921.91905558,3472185.008245 5142917.53554837,3472176.86715153 5142917.53556381,3472171.23127631 5142915.03057652,3472166.22118513 5142904.38501961,3472159.95912709 5142897.49643704,3472147.43458715 5142897.4964608))",5454436,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3468616.39112654 5145055.50394799,3468612.84395385 5145068.36261932,3468623.48548713 5145077.2305919,3468627.0326986 5145084.76837905,3468630.63585633 5145090.36119268,3468635.98741727 5145098.386476,3468639.60279107 5145099.29239339,3468650.53297909 5145097.62692396,3468662.85359563 5145098.40194991,3468668.18330793 5145093.98249336,3468668.20894756 5145088.53824772,3468666.93864703 5145074.57011145,3468662.94817327 5145060.38125552,3468646.98577434 5145054.1736909,3468630.5797592 5145052.40012352,3468616.39112654 5145055.50394799))",5454435,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3522027.58151222 5101269.82675976,3522017.05618993 5101280.66089619,3522031.56840989 5101297.24658219,3522049.19078248 5101302.94789547,3522054.37416242 5101294.1366674,3522047.6362261 5101285.32553633,3522037.26993288 5101271.33139077,3522027.58151222 5101269.82675976))",5454433,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3513892.76418269 5120549.01133922,3513903.69050625 5120566.24105585,3513918.39861448 5120576.74687061,3513947.39509475 5120578.00756602,3513955.79957747 5120572.12425497,3513946.55446352 5120560.77798074,3513935.89913152 5120552.6053317,3513911.25466551 5120547.33040631,3513900.32836061 5120540.18638198,3513893.31803984 5120539.58444541,3513892.76418269 5120549.01133922))",5454431,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3510997.71211896 5119554.60310967,3510986.26676671 5119562.17797509,3510980.51361381 5119571.74332845,3510988.13999905 5119580.3974827,3510997.67984712 5119583.27048782,3511001.51938698 5119579.37513368,3511013.92466165 5119570.79864224,3511014.87016821 5119561.24124779,3511007.25024018 5119556.47614055,3510997.71211896 5119554.60310967))",5454429,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3509778.42756496 5119604.93175722,3509772.99691171 5119614.42571004,3509774.38091307 5119629.20182117,3509775.34331336 5119629.75591896,3509776.78901659 5119632.0872145,3509778.71486862 5119633.97323448,3509781.52354684 5119636.85802707,3509787.78050092 5119641.62666181,3509796.35404437 5119641.61389592,3509799.63723939 5119640.27574085,3509799.71703892 5119640.05336587,3509802.03310267 5119634.93866549,3509802.98258689 5119626.82591993,3509799.68534937 5119618.71955724,3509794.86290949 5119608.72649883,3509787.01085678 5119604.04389197,3509778.42756496 5119604.93175722))",5454428,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3507330.49030957 5119594.51948537,3507318.26187477 5119597.68990567,3507308.75068918 5119601.5395954,3507307.16565048 5119606.97454419,3507306.25981211 5119612.86226636,3507308.06904232 5119616.40706029,3507315.54436851 5119620.10874356,3507325.50839829 5119613.31523025,3507340.68070349 5119595.42531574,3507338.6424962 5119590.66979816,3507330.49030957 5119594.51948537))",5454426,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3506504.44913656 5119163.00172608,3506495.30906221 5119173.05578539,3506488.91114031 5119185.54703773,3506489.5204897 5119212.35786609,3506505.78334518 5119221.9661535,3506521.20588597 5119223.32579878,3506541.31394063 5119207.17842374,3506545.27451382 5119194.38237616,3506538.2673778 5119172.14160621,3506532.47856691 5119163.91562326,3506526.99457109 5119163.91563346,3506517.85447975 5119164.82959976,3506511.45637952 5119162.08761375,3506504.44913656 5119163.00172608))",5454425,Chatham Islands,Chatham Islands,Pinnacles,N,Pinnacles,N
"POLYGON ((3500407.62184939 5116212.74761894,3500395.30956974 5116218.63603745,3500381.39109132 5116224.52475896,3500382.9970081 5116234.16074861,3500394.23892456 5116247.5440174,3500408.69292358 5116252.89718631,3500424.21730679 5116250.22055935,3500432.78230129 5116250.75574294,3500447.7714739 5116242.19042147,3500450.44804486 5116227.7367275,3500448.30722649 5116217.03003967,3500432.24702368 5116209.0002758,3500407.62184939 5116212.74761894))",5454423,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3519190.88202382 5090424.20865263,3519182.77304281 5090431.30456251,3519174.6634618 5090438.4001724,3519171.1156775 5090445.49607383,3519181.25208146 5090451.57795065,3519189.36167186 5090449.5505371,3519196.4572536 5090442.45492909,3519206.08723539 5090436.37271566,3519206.08721943 5090427.7564219,3519200.51201031 5090420.66083736,3519190.88202382 5090424.20865263))",5454422,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3520587.97364216 5087007.26965633,3520579.69680698 5087012.0739432,3520578.28337076 5087018.96786586,3520582.44895427 5087025.17740368,3520587.95913044 5087027.93806649,3520605.90962407 5087031.43723074,3520619.70293911 5087031.39363023,3520630.77239851 5087027.24723772,3520632.81485414 5087017.5732909,3520629.36259264 5087010.02807772,3520617.63559719 5087007.95382592,3520601.76478097 5087006.55945631,3520587.97364216 5087007.26965633))",5454421,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3518711.94496765 5085649.13218377,3518710.71738294 5085656.90743046,3518715.62824309 5085664.27346606,3518716.44665768 5085672.45805867,3518713.17277824 5085682.27945768,3518713.17279189 5085689.64565239,3518725.85888662 5085691.6916274,3518732.81559986 5085701.51315745,3518740.18179156 5085699.87619496,3518740.18178549 5085696.60244732,3518745.09247743 5085694.14708997,3518752.86787566 5085696.19307409,3518761.46167027 5085696.60240786,3518764.32605381 5085688.82700813,3518757.77854407 5085681.05177586,3518751.23073889 5085675.73174182,3518743.45562547 5085665.50116358,3518732.40632123 5085658.95353877,3518719.3110101 5085647.90442099,3518711.94496765 5085649.13218377))",5454419,Chatham Islands,Chatham Islands,,N,,N
"POLYGON ((3494279.83146816 5158532.76000409,3494268.39637749 5158532.7600254,3494260.78591387 5158535.53323731,3494251.91036744 5158546.96961947,3494250.60772187 5158562.19010941,3494259.04036456 5158575.38175787,3494250.204196 5158588.37626368,3494250.72413335 5158608.64769608,3494252.80317427 5158631.51787344,3494267.87669102 5158647.11123256,3494288.6678876 5158654.38798785,3494304.7808725 5158653.34845867,3494321.93364493 5158646.07133268,3494341.68501427 5158638.27460227,3494356.23887623 5158624.24058667,3494359.35764753 5158610.20659237,3494353.12001775 5158591.49471934,3494343.24428998 5158572.26295352,3494339.0859711 5158560.30812108,3494332.84865295 5158547.83339294,3494317.7751546 5158542.11587571,3494296.98395899 5158535.35887,3494279.83146816 5158532.76000409))",5454417,Chatham Islands,Chatham Islands,Te Awanui Island,N,Te Awanui Island,N
